충북대학교입구(청주고방면),36.63441048,127.4540663
청주고등학교(사창사거리방면),36.63456545,127.4567807
충북대학교중문(후문방면),36.63360118,127.4603963
충북대학교후문(충대병원방면),36.63002814,127.4616516
충북대학교병원,36.62417316,127.4632716
충대병원 장례식장,36.62166326,127.4606719
방죽말,36.62032412,127.4582934
KBS,36.61972996,127.4554825
